Fe,Cr,Ni,Mo,Mn,Si,Cu,S,P,C,N,O,Nb,Ti,W,Co,V,Al,Zr,Ta,Ce,Re,B,MfgRoute,T[oC],t[hr],EtoJ,Rrp,Process_Original,Coolingmedium_Original,Solution_Original,Process_Clustered,Coolingmedium_Clustered,Solution_Clustered
42.907,23.36,21.75,7.46,3.4,0.22,0.46,0.001,0.007,0.015,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1200,1.0,0.02921,0.02921,Solution annealing,Water Quenching,+ 2 wt.% H2SO4 & 0.06 wt.% KCl,Processed/Treated,Water-based Cooling,Acidic Solution
70.95,23.0,2.5,0.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.8,0.050979107999999995,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Air Cooling,0.1-M HCl,As-received/Initial,Air/Furnace Cooling,Acidic Solution
70.95,23.0,2.5,0.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1100,24.0,0.9444,0.058524461624,Solution annealing,Air Cooling,0.1-M HCl,Processed/Treated,Air/Furnace Cooling,Acidic Solution
12.7,14.1,64.392,0.0,5.6,0.45,0.04,0.006,0.03,0.042,0.0,0.0,1.7,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.02611,0.02611,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Water Quenching,0.05 M H2SO4 + 0.003 M CH3CSNH2,As-received/Initial,Water-based Cooling,Acidic Solution
12.7,14.1,64.392,0.0,5.6,0.45,0.04,0.006,0.03,0.042,0.0,0.0,1.7,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1100,24.0,0.03935,0.03935,Solution annealing,Water Quenching,0.05 M H2SO4 + 0.003 M CH3CSNH2,Processed/Treated,Water-based Cooling,Acidic Solution
12.7,14.1,64.392,0.0,5.6,0.45,0.04,0.006,0.03,0.042,0.0,0.0,1.7,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,620,24.0,0.05,0.05,Stress relieving,Water Quenching,0.05 M H2SO4 + 0.003 M CH3CSNH2,Processed/Treated,Water-based Cooling,Acidic Solution
68.417,23.6,1.04,0.5,6.05,0.0,0.0,0.0,0.0,0.01,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1000,0.0833,0.027,0.027,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
68.564,23.0,0.997,0.5,6.06,0.0,0.494,0.0,0.0,0.02,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1000,0.0833,0.053,0.053,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
69.5125,20.16,8.93,0.22,1.02,1.07,0.0,0.0023,0.017,0.02,0.046,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.0259,0.0259,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Water Quenching,NaCl-68.6 wt. % Na2SO4,As-received/Initial,Water-based Cooling,Other/Mixed/Sulfate
69.5125,20.16,8.93,0.22,1.02,1.07,0.0,0.0023,0.017,0.02,0.046,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1180,8.0,0.0247,0.0247,Solution annealing,Water Quenching,NaCl-68.6 wt. % Na2SO4,Processed/Treated,Water-based Cooling,Other/Mixed/Sulfate
69.5125,20.16,8.93,0.22,1.02,1.07,0.0,0.0023,0.017,0.02,0.046,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1180,1.0,0.021,0.021,Solution annealing,Water Quenching,NaCl-68.6 wt. % Na2SO4,Processed/Treated,Water-based Cooling,Other/Mixed/Sulfate
69.5125,20.16,8.93,0.22,1.02,1.07,0.0,0.0023,0.017,0.02,0.046,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1180,1.0,0.02,0.02,Solution annealing,Water Quenching,NaCl-68.6 wt. % Na2SO4,Processed/Treated,Water-based Cooling,Other/Mixed/Sulfate
58.78,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,1,1050,2.0,0.05857,0.05857,Solution annealing,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
56.03,0.0,0.0,3.0,29.9,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,1,1050,2.0,0.05442,0.05442,Solution annealing,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
52.47,3.0,0.0,2.9,29.8,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,1,1050,2.0,0.05785,0.05785,Solution annealing,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
55.97,3.0,0.0,0.0,29.2,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,1,1050,2.0,0.05428,0.05428,Solution annealing,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
54.27,4.8,0.0,0.0,29.2,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,1,1050,2.0,0.05128,0.05128,Solution annealing,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
99.317,0.02,0.02,0.02,0.28,0.14,0.02,0.023,0.03,0.19,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,890,1.0,0.082,0.082,Normalizing,Air Cooling,0.5 M NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
99.317,0.02,0.02,0.02,0.28,0.14,0.02,0.023,0.03,0.19,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,890,1.0,0.0978,0.0978,Solution annealing,Furnace Cooling,0.5 M NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
99.317,0.02,0.02,0.02,0.28,0.14,0.02,0.023,0.03,0.19,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,805,1.0,1.003,0.06,Intercritical annealing,Iced Water quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
94.83,1.1,1.6,0.0,1.2,1.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,280,2.0,0.084,0.084,Tempering,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
94.83,1.1,1.6,0.0,1.2,1.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,280,3.0,0.163,0.03915460000000001,Tempering,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
0.63,22.49,64.68,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1038,1.0,0.026,0.026,Solution annealing,Ocean Water,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
0.63,22.49,64.68,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,875,1.0,0.022,0.022,Stress relieving,Ocean Water,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
0.63,22.49,64.68,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2075,2.0,0.023,0.023,Solution annealing,Ocean Water,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
0.63,22.49,64.68,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.02,0.02,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Ocean Water,3.5 wt% NaCl,As-received/Initial,Water-based Cooling,Chloride/Saline Solution
0.63,22.49,64.68,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0.0166,0.021,0.021,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Ocean Water,3.5 wt% NaCl,As-received/Initial,Water-based Cooling,Chloride/Saline Solution
61.14,18.0,14.0,1.47,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.19,0.18,0.0,1.0,0.0,0.6,0.63,0.2,0.22,0.0,1,1150,0.25,0.021,0.021,Quenching,Water Quenching,0.1 N NaCl = 0.1 M (molar) NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
64.69,18.0,14.0,1.47,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.19,0.18,0.0,1.0,0.0,0.6,0.63,0.2,0.22,0.0,1,1150,0.25,0.0225,0.0225,Quenching,Water Quenching,0.1 N NaCl = 0.1 M (molar) NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
65.14,18.0,14.0,1.47,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.19,0.18,0.0,5.0,0.0,0.6,0.63,0.2,0.22,0.0,1,1150,0.25,0.0212,0.0212,Quenching,Water Quenching,0.1 N NaCl = 0.1 M (molar) NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
63.42,18.0,14.0,1.47,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.19,0.18,0.0,1.0,0.0,0.6,0.63,0.2,2.5,0.0,1,1150,0.25,0.02,0.02,Quenching,Water Quenching,0.1 N NaCl = 0.1 M (molar) NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
64.67,18.0,14.0,5.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.19,0.18,0.0,1.0,0.0,0.6,0.63,0.2,0.22,0.0,1,1150,0.25,0.0125,0.0125,Quenching,Water Quenching,0.1 N NaCl = 0.1 M (molar) NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
61.14,18.0,14.0,1.47,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.19,0.18,0.0,1.0,0.0,0.6,0.63,0.2,0.22,0.0,1,650,2.0,0.019,0.019,Solution annealing,Water Quenching,0.1 N NaCl = 0.1 M (molar) NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
64.69,18.0,14.0,1.47,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.19,0.18,0.0,1.0,0.0,0.6,0.63,0.2,0.22,0.0,1,650,2.0,0.018,0.018,Solution annealing,Water Quenching,0.1 N NaCl = 0.1 M (molar) NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.42,18.0,14.0,1.47,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.19,0.18,0.0,5.0,0.0,0.6,0.63,0.2,2.5,0.0,1,650,2.0,0.0195,0.0195,Solution annealing,Water Quenching,0.1 N NaCl = 0.1 M (molar) NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
61.14,18.0,14.0,1.47,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.19,0.18,0.0,1.0,0.0,0.6,0.63,0.2,0.22,0.0,1,650,2.0,0.018,0.018,Solution annealing,Water Quenching,0.1 N NaCl = 0.1 M (molar) NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
64.67,18.0,14.0,5.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.19,0.18,0.0,1.0,0.0,0.6,0.63,0.2,0.22,0.0,1,650,2.0,0.0162,0.0162,Solution annealing,Water Quenching,0.1 N NaCl = 0.1 M (molar) NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
98.358,0.014,0.009,0.0,1.2,0.14,0.006,0.006,0.013,0.16,0.0,0.0,0.001,0.022,0.0,0.0,0.031,0.04,0.0,0.0,0.0,0.0,0.0,1,760,0.5,0.085,0.085,Intercritical annealing,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
98.358,0.014,0.009,0.0,1.2,0.14,0.006,0.006,0.013,0.16,0.0,0.0,0.001,0.022,0.0,0.0,0.031,0.04,0.0,0.0,0.0,0.0,0.0,1,780,0.5,0.887,0.05700115402,Intercritical annealing,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
98.358,0.014,0.009,0.0,1.2,0.14,0.006,0.006,0.013,0.16,0.0,0.0,0.001,0.022,0.0,0.0,0.031,0.04,0.0,0.0,0.0,0.0,0.0,1,800,0.5,0.0734,0.0734,Intercritical annealing,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
98.358,0.014,0.009,0.0,1.2,0.14,0.006,0.006,0.013,0.16,0.0,0.0,0.001,0.022,0.0,0.0,0.031,0.04,0.0,0.0,0.0,0.0,0.0,1,840,0.5,0.082,0.082,Intercritical annealing,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
98.358,0.014,0.009,0.0,1.2,0.14,0.006,0.006,0.013,0.16,0.0,0.0,0.001,0.022,0.0,0.0,0.031,0.04,0.0,0.0,0.0,0.0,0.0,1,820,0.5,0.891,0.05710730786,Intercritical annealing,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
98.358,0.014,0.009,0.0,1.2,0.14,0.006,0.006,0.013,0.16,0.0,0.0,0.001,0.022,0.0,0.0,0.031,0.04,0.0,0.0,0.0,0.0,0.0,1,860,0.5,0.0867,0.0867,Intercritical annealing,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
98.358,0.014,0.009,0.0,1.2,0.14,0.006,0.006,0.013,0.16,0.0,0.0,0.001,0.022,0.0,0.0,0.031,0.04,0.0,0.0,0.0,0.0,0.0,1,880,0.5,0.0875,0.0875,Intercritical annealing,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
84.32,13.6,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1,850,0.75,0.062,0.062,Stress relieving,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
84.32,13.6,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1,850,0.75,0.058,0.058,Stress relieving,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
84.32,13.6,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1,1020,0.25,0.047,0.047,Austenitization,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
84.32,13.6,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1,1020,0.25,0.04,0.04,Austenitization,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
84.32,13.6,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1,650,2.5,0.047,0.047,Tempering,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
84.32,13.6,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1,650,2.5,0.041,0.041,Tempering,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
84.32,13.6,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.056,0.056,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Air Cooling,3.5 wt% NaCl,As-received/Initial,Air/Furnace Cooling,Chloride/Saline Solution
66.703,16.33,12.53,2.1,1.67,0.5,0.0,0.001,0.015,0.02,0.11,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.001,1,1050,2.33,0.0392,0.0392,Solution annealing,Furnace Cooling,0.5 mol/L Li2SO4 + 0.01 mol/L KSCN (potassium thiocyanate),Processed/Treated,Air/Furnace Cooling,Other/Mixed/Sulfate
66.703,16.33,12.53,2.1,1.67,0.5,0.0,0.001,0.015,0.02,0.11,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.001,1,25,0.0166,0.0455,0.0455,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Furnace Cooling,0.5 mol/L Li2SO4 + 0.01 mol/L KSCN (potassium thiocyanate),As-received/Initial,Air/Furnace Cooling,Other/Mixed/Sulfate
66.703,16.33,12.53,2.1,1.67,0.5,0.0,0.001,0.015,0.02,0.11,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.001,1,760,1.0,0.0822,0.0822,Stress relieving,Furnace Cooling,0.5 mol/L Li2SO4 + 0.01 mol/L KSCN (potassium thiocyanate),Processed/Treated,Air/Furnace Cooling,Other/Mixed/Sulfate
79.071,17.0,0.0,0.75,1.0,1.0,0.0,0.03,0.049,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1060,0.75,0.0356,0.0356,Hardening,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
79.071,17.0,0.0,0.75,1.0,1.0,0.0,0.03,0.049,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,250,3.5,0.0294,0.0294,Tempering,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
79.071,17.0,0.0,0.75,1.0,1.0,0.0,0.03,0.049,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.069,0.069,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Air Cooling,3.5 wt% NaCl,As-received/Initial,Air/Furnace Cooling,Chloride/Saline Solution
79.071,17.0,0.0,0.75,1.0,1.0,0.0,0.03,0.049,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.07,0.07,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Air Cooling,3.5 wt% NaCl,As-received/Initial,Air/Furnace Cooling,Chloride/Saline Solution
70.315,17.21,9.74,0.186,1.3,0.606,0.064,0.0,0.0,0.047,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.079,0.079,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Water Quenching,3.5 wt% NaCl,As-received/Initial,Water-based Cooling,Chloride/Saline Solution
68.29,19.0,9.5,0.06,2.1,0.45,0.07,0.0,0.0,0.03,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,690,8.0,0.11,0.090342,Stress relieving,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
10.15,28.9,54.32,0.0,3.79,0.59,0.0,0.0,0.0,0.02,0.0,0.0,1.84,0.27,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,1,615,16.0,0.053,0.053,Stress relieving,Air Cooling,primary water(800 ppm B3+ and 2.2 ppm Li+),Processed/Treated,Air/Furnace Cooling,Other/Mixed/Sulfate
10.15,28.9,54.32,0.0,3.79,0.59,0.0,0.0,0.0,0.02,0.0,0.0,1.84,0.27,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,1,615,48.0,0.029,0.029,Stress relieving,Air Cooling,primary water(800 ppm B3+ and 2.2 ppm Li+),Processed/Treated,Air/Furnace Cooling,Other/Mixed/Sulfate
10.15,28.9,54.32,0.0,3.79,0.59,0.0,0.0,0.0,0.02,0.0,0.0,1.84,0.27,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.054,0.054,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Air Cooling,primary water(800 ppm B3+ and 2.2 ppm Li+),As-received/Initial,Air/Furnace Cooling,Other/Mixed/Sulfate
82.072,12.74,3.71,0.53,0.6,0.3,0.0,0.01,0.008,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,600,2.0,0.06,0.06,Tempering,Air Cooling,H2SO4 + 0.04 M NaCl,Processed/Treated,Air/Furnace Cooling,Acidic Solution
70.239,21.7,4.0,1.64,1.72,0.32,0.17,0.001,0.025,0.015,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,700,120.0,0.021,0.021,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
96.74,0.13,0.6,0.56,1.41,0.24,0.12,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,610,24.0,0.0159,0.0159,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Air Cooling,3.5 wt% NaCl,As-received/Initial,Air/Furnace Cooling,Chloride/Saline Solution
57.71,24.5,14.0,0.75,2.5,0.4,0.11,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,610,0.5,0.0774,0.0774,Stress relieving,Air Cooling,3.5 wt% NaCl,Processed/Treated,Air/Furnace Cooling,Chloride/Saline Solution
61.43,24.0,13.0,0.05,0.8,0.6,0.1,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,610,24.0,0.0778,0.0778,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Air Cooling,3.5 wt% NaCl,As-received/Initial,Air/Furnace Cooling,Chloride/Saline Solution
76.5595,15.1,4.5,2.54,0.72,0.33,0.0,0.0035,0.009,0.15,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1035,3.0,0.1085,0.0917907,Solution annealing,Air Cooling,0.1 M NaOH,Processed/Treated,Air/Furnace Cooling,Basic/Alkaline Solution
76.5595,15.1,4.5,2.54,0.72,0.33,0.0,0.0035,0.009,0.15,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-70,1.0,0.1085,0.0917907,Solution annealing,Air Cooling,0.1 M NaOH,Processed/Treated,Air/Furnace Cooling,Basic/Alkaline Solution
76.5595,15.1,4.5,2.54,0.72,0.33,0.0,0.0035,0.009,0.15,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,950,1.0,0.1085,0.0917907,Solution annealing,Air Cooling,0.1 M NaOH,Processed/Treated,Air/Furnace Cooling,Basic/Alkaline Solution
76.5595,15.1,4.5,2.54,0.72,0.33,0.0,0.0035,0.009,0.15,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-70,1.0,0.1085,0.0917907,Solution annealing,Air Cooling,0.1 M NaOH,Processed/Treated,Air/Furnace Cooling,Basic/Alkaline Solution
76.5595,15.1,4.5,2.54,0.72,0.33,0.0,0.0035,0.009,0.15,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,450,1.0,0.1085,0.0917907,Stress relieving,Air Cooling,0.1 M NaOH,Processed/Treated,Air/Furnace Cooling,Basic/Alkaline Solution
84.98,13.7,0.0,0.39,0.47,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,950,1.0,0.0886,0.0886,Solution annealing,Water Quenching,0.1-M HCl,Processed/Treated,Water-based Cooling,Acidic Solution
84.98,13.7,0.0,0.39,0.47,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,250,1.0,0.0906,0.0906,Tempering,Air Cooling,0.1-M HCl,Processed/Treated,Air/Furnace Cooling,Acidic Solution
84.98,13.7,0.0,0.39,0.47,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,400,1.0,0.0858,0.0858,Tempering,Air Cooling,0.1-M HCl,Processed/Treated,Air/Furnace Cooling,Acidic Solution
84.98,13.7,0.0,0.39,0.47,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,550,1.0,0.09357,0.09357,Tempering,Air Cooling,0.1-M HCl,Processed/Treated,Air/Furnace Cooling,Acidic Solution
84.98,13.7,0.0,0.39,0.47,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,1.0,0.10038,0.09963299600000002,Tempering,Air Cooling,0.1-M HCl,Processed/Treated,Air/Furnace Cooling,Acidic Solution
65.624,22.35,6.1,2.78,1.33,0.61,1.06,0.008,0.03,0.025,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1050,0.5,0.1942,0.009021639999999997,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
