Fe,Cr,Ni,Mo,Mn,Si,Cu,S,P,C,N,O,Nb,Ti,W,Co,V,Al,Zr,Ta,Ce,Re,B,MfgRoute,T[oC],t[hr],EtoJ,Rrp,Process_Original,Coolingmedium_Original,Solution_Original,Process_Clustered,Coolingmedium_Clustered,Solution_Clustered
72.552,21.1,1.0,0.02,3.62,0.71,0.78,0.0,0.0,0.028,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,0.0833,0.028,0.028,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
72.552,21.1,1.0,0.02,3.62,0.71,0.78,0.0,0.0,0.028,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,1.0,0.025,0.025,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
72.552,21.1,1.0,0.02,3.62,0.71,0.78,0.0,0.0,0.028,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,0.333,0.044,0.044,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.57,21.1,1.0,1.0,3.6,0.71,0.79,0.0,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,1.0,0.026,0.026,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.57,21.1,1.0,1.0,3.6,0.71,0.79,0.0,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,0.0833,0.038,0.038,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.57,21.1,1.0,1.0,3.6,0.71,0.79,0.0,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,2.0,0.0312,0.0312,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
70.431,21.2,0.99,1.93,3.7,0.71,0.79,0.0,0.0,0.029,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,0.333,0.0269,0.0269,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
70.431,21.2,0.99,1.93,3.7,0.71,0.79,0.0,0.0,0.029,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,0.0833,0.031,0.031,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
70.431,21.2,0.99,1.93,3.7,0.71,0.79,0.0,0.0,0.029,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,0.5,0.039,0.039,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
86.07,10.3,0.78,1.05,0.43,0.06,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.0,0.96,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1,630,20000.0,0.06,0.06,Solution aging,Water Quenching,4.3 mol/L KOH,Processed/Treated,Water-based Cooling,Basic/Alkaline Solution
86.07,10.3,0.78,1.05,0.43,0.06,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.0,0.96,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1,630,20000.0,0.18,0.022736000000000006,Solution aging,Water Quenching,4.3 mol/L KOH,Processed/Treated,Water-based Cooling,Basic/Alkaline Solution
86.07,10.3,0.78,1.05,0.43,0.06,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.0,0.96,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1,630,20000.0,0.034,0.034,Solution aging,Water Quenching,4.3 mol/L KOH,Processed/Treated,Water-based Cooling,Basic/Alkaline Solution
86.07,10.3,0.78,1.05,0.43,0.06,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.0,0.96,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1,630,20000.0,0.0232,0.0232,Solution aging,Water Quenching,4.3 mol/L KOH,Processed/Treated,Water-based Cooling,Basic/Alkaline Solution
33.357,0.0,5.429,3.12,1.585,0.524,0.0,0.01,0.028,0.026,0.2,0.0,0.031,0.006,0.002,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,1,850,2.0,0.026,0.026,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
33.357,0.0,5.429,3.12,1.585,0.524,0.0,0.01,0.028,0.026,0.2,0.0,0.031,0.006,0.002,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,1,850,2.0,0.025,0.025,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8209,20.16,9.06,0.26,1.11,1.09,0.031,0.0039,0.023,0.024,0.033,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,475,3000.0,0.0131,0.0131,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8209,20.16,9.06,0.26,1.11,1.09,0.031,0.0039,0.023,0.024,0.033,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,475,3000.0,0.0179,0.0179,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8209,20.16,9.06,0.26,1.11,1.09,0.031,0.0039,0.023,0.024,0.033,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,550,1.0,0.0206,0.0206,Solution annealing,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.414,22.57,1.1,0.07,3.95,0.69,0.0,0.03,0.03,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,3.0,0.07625,0.07625,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.414,22.57,1.1,0.07,3.95,0.69,0.0,0.03,0.03,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,100.0,0.0736,0.0736,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.414,22.57,1.1,0.07,3.95,0.69,0.0,0.03,0.03,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,20.0,0.0791,0.0791,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.414,22.57,1.1,0.07,3.95,0.69,0.0,0.03,0.03,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,1.5,0.0653,0.0653,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.414,22.57,1.1,0.07,3.95,0.69,0.0,0.03,0.03,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.02402234637,0.02402234637,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Water Quenching,0.05 mol/L NaCl,As-received/Initial,Water-based Cooling,Chloride/Saline Solution
71.414,22.57,1.1,0.07,3.95,0.69,0.0,0.03,0.03,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,3.0,0.05866666667,0.05866666667,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.414,22.57,1.1,0.07,3.95,0.69,0.0,0.03,0.03,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,100.0,0.06708860759,0.06708860759,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.414,22.57,1.1,0.07,3.95,0.69,0.0,0.03,0.03,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,20.0,0.06666666667,0.06666666667,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.414,22.57,1.1,0.07,3.95,0.69,0.0,0.03,0.03,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,1.5,0.05899280576,0.05899280576,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.414,22.57,1.1,0.07,3.95,0.69,0.0,0.03,0.03,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.0525,0.0525,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Water Quenching,0.05 mol/L NaCl,As-received/Initial,Water-based Cooling,Chloride/Saline Solution
70.016,23.17,4.29,0.18,1.43,0.56,0.15,0.03,0.027,0.027,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,1.0,0.31014,0.012133939891400002,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
70.016,23.17,4.29,0.18,1.43,0.56,0.15,0.03,0.027,0.027,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,1.0,0.09827,0.09827,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
70.016,23.17,4.29,0.18,1.43,0.56,0.15,0.03,0.027,0.027,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.02734177215,0.02734177215,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Water Quenching,0.05 mol/L NaCl,As-received/Initial,Water-based Cooling,Chloride/Saline Solution
70.016,23.17,4.29,0.18,1.43,0.56,0.15,0.03,0.027,0.027,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,1.0,0.05189873418,0.05189873418,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
70.016,23.17,4.29,0.18,1.43,0.56,0.15,0.03,0.027,0.027,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,1.0,0.05540540541,0.05540540541,Solution aging,Water Quenching,0.05 mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
70.016,23.17,4.29,0.18,1.43,0.56,0.15,0.03,0.027,0.027,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.04470588235,0.04470588235,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Water Quenching,0.05 mol/L NaCl,As-received/Initial,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,860,0.5,0.03375,0.03375,Solution annealing,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,860,1.0,0.0363,0.0363,Solution annealing,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,4.0,0.0334,0.0334,Solution annealing,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,10.0,0.0356,0.0356,Solution annealing,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,4.0,0.03382,0.03382,Solution aging,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,10.0,0.0422,0.0422,Solution aging,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,22.0,0.03762,0.03762,Solution aging,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,24.0,0.03534,0.03534,Solution aging,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,50.0,0.0408,0.0408,Solution aging,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,100.0,0.0344,0.0344,Solution aging,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
31.8019,20.19,8.92,0.21,1.13,1.27,0.0,0.0009,0.023,0.027,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1050,0.5,0.03662,0.03662,Solution aging,Water Quenching,0.5 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
32.657,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,2.0,0.02674,0.02674,Solution annealing,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
32.657,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,600,0.25,0.04341,0.04341,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
32.657,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700,0.25,0.04438,0.04438,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
32.657,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,0.25,0.0456,0.0456,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
32.657,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,800,0.25,0.04986,0.04986,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
32.657,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,0.25,0.04525,0.04525,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
32.657,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,900,0.25,0.04721,0.04721,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
32.657,24.1,3.39,1.54,3.01,0.37,0.0,0.004,0.012,0.001,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,950,0.25,0.0392,0.0392,Solution aging,Water Quenching,1 M NaCl=1mol/L NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
66.72,22.36,5.72,3.02,1.52,0.46,0.0,0.001,0.008,0.021,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,0.0166,0.0305,0.0305,Solution aging,Water Quenching,2 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
66.72,22.36,5.72,3.02,1.52,0.46,0.0,0.001,0.008,0.021,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.055746,0.055746,Solution annealing,Water Quenching,2 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
66.72,22.36,5.72,3.02,1.52,0.46,0.0,0.001,0.008,0.021,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1020,0.025,0.034875,0.034875,Solution annealing,Water Quenching,2 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
66.72,22.36,5.72,3.02,1.52,0.46,0.0,0.001,0.008,0.021,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1050,0.025,0.03075,0.03075,Solution aging,Water Quenching,2 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
66.72,22.36,5.72,3.02,1.52,0.46,0.0,0.001,0.008,0.021,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1080,0.025,0.028875,0.028875,Solution aging,Water Quenching,2 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
66.72,22.36,5.72,3.02,1.52,0.46,0.0,0.001,0.008,0.021,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1100,0.025,0.0304375,0.0304375,Solution aging,Water Quenching,2 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.538,22.48,5.17,3.1,1.46,0.0,0.0,0.005,0.005,0.002,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1150,1.0,0.01938,0.01938,Solution annealing,Water Quenching,2 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
67.56,22.43,5.18,3.14,1.46,0.0,0.0,0.006,0.004,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1130,1.0,0.0242857,0.0242857,Solution annealing,Water Quenching,2 M NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
71.05,21.4,1.6,0.3,5.02,0.4,0.0,0.0,0.0,0.02,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.01,0.01,Solution annealing,Water Quenching,0.1-M HCl,Processed/Treated,Water-based Cooling,Acidic Solution
71.05,21.4,1.6,0.3,5.02,0.4,0.0,0.0,0.0,0.02,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1000,1.0,0.01012,0.01012,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Water Quenching,0.1-M HCl,As-received/Initial,Water-based Cooling,Acidic Solution
71.05,21.4,1.6,0.3,5.02,0.4,0.0,0.0,0.0,0.02,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1150,1.0,0.008421,0.008421,Solution annealing,Water Quenching,0.1-M HCl,Processed/Treated,Water-based Cooling,Acidic Solution
71.05,21.4,1.6,0.3,5.02,0.4,0.0,0.0,0.0,0.02,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1250,1.0,0.01187,0.01187,Solution annealing,Water Quenching,0.1-M HCl,Processed/Treated,Water-based Cooling,Acidic Solution
71.05,21.4,1.6,0.3,5.02,0.4,0.0,0.0,0.0,0.02,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1300,1.0,0.011176,0.011176,Solution annealing,Water Quenching,0.1-M HCl,Processed/Treated,Water-based Cooling,Acidic Solution
71.05,21.4,1.6,0.3,5.02,0.4,0.0,0.0,0.0,0.02,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1350,1.0,0.009836,0.009836,Stress relieving,Water Quenching,0.1-M HCl,Processed/Treated,Water-based Cooling,Acidic Solution
65.768,25.31,25.0,,0.926,,0.0,0.009,0.024,0.033,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,0.0166,0.005586,0.005586,Asreceived/Asbuilt/Asweld/Ascast/Asmade/Asprinted,Water Quenching,3.5 wt% NaCl,As-received/Initial,Water-based Cooling,Chloride/Saline Solution
65.768,25.31,5.2,1.819,0.926,0.711,0.0,0.009,0.024,0.033,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,3.0,0.001111,0.001111,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
65.768,25.31,5.2,1.819,0.926,0.711,0.0,0.009,0.024,0.033,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,6.0,0.0047619,0.0047619,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
65.768,25.31,5.2,1.819,0.926,0.711,0.0,0.009,0.024,0.033,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,12.0,0.0294117,0.0294117,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
65.768,25.31,5.2,1.819,0.926,0.711,0.0,0.009,0.024,0.033,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,24.0,0.008888,0.008888,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
65.768,25.31,5.2,1.819,0.926,0.711,0.0,0.009,0.024,0.033,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,48.0,0.001142,0.001142,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
65.768,25.31,5.2,1.819,0.926,0.711,0.0,0.009,0.024,0.033,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,72.0,0.0022857,0.0022857,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
65.768,25.31,5.2,1.819,0.926,0.711,0.0,0.009,0.024,0.033,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,750,96.0,0.0033519,0.0033519,Solution aging,Water Quenching,3.5 wt% NaCl,Processed/Treated,Water-based Cooling,Chloride/Saline Solution
66.62,23.02,5.36,3.28,1.6,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,0.0166,0.05676,0.05676,Solution aging,Water Quenching,2 M H2SO4 sulphuric acid,Processed/Treated,Water-based Cooling,Acidic Solution
66.62,23.02,5.36,3.28,1.6,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,0.0833,0.062857,0.062857,Solution annealing,Water Quenching,2 M H2SO4 sulphuric acid,Processed/Treated,Water-based Cooling,Acidic Solution
66.62,23.02,5.36,3.28,1.6,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,0.0166,0.06838,0.06838,Solution aging,Water Quenching,2 M H2SO4 sulphuric acid,Processed/Treated,Water-based Cooling,Acidic Solution
66.62,23.02,5.36,3.28,1.6,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,850,1.0,0.05907,0.05907,Solution aging,Water Quenching,2 M H2SO4 sulphuric acid,Processed/Treated,Water-based Cooling,Acidic Solution
42.907,23.36,21.75,7.46,3.4,0.22,0.46,0.001,0.007,0.015,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1200,1.0,0.009332,0.009332,Solution annealing,Water Quenching,+ 2 wt.% H2SO4 & 0.06 wt.% KCl,Processed/Treated,Water-based Cooling,Acidic Solution
42.907,23.36,21.75,7.46,3.4,0.22,0.46,0.001,0.007,0.015,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1200,1.0,0.005815,0.005815,Solution annealing,Water Quenching,+ 2 wt.% H2SO4 & 0.06 wt.% KCl,Processed/Treated,Water-based Cooling,Acidic Solution
42.907,23.36,21.75,7.46,3.4,0.22,0.46,0.001,0.007,0.015,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1200,1.0,0.0045863,0.0045863,Solution annealing,Water Quenching,+ 2 wt.% H2SO4 & 0.06 wt.% KCl,Processed/Treated,Water-based Cooling,Acidic Solution
